2025-05-03 03:35:01,48.10,17
2025-05-03 03:40:01,61.40,20
2025-05-03 03:45:01,50.00,19
2025-05-03 03:50:01,83.50,19
2025-05-03 03:55:01,64.70,26
2025-05-03 04:00:01,249.20,30
2025-05-03 04:05:01,60.40,27
2025-05-03 04:10:02,52.40,13
2025-05-03 04:15:01,49.60,15
2025-05-03 04:20:02,51.40,18
2025-05-03 04:25:01,56.40,15
2025-05-03 04:30:01,49.30,18
2025-05-03 04:35:01,51.50,16
2025-05-03 04:40:02,48.80,19
2025-05-03 04:45:01,57.30,18
2025-05-03 04:50:02,50.00,12
2025-05-03 04:55:01,47.70,15
2025-05-03 05:00:01,47.70,16
2025-05-03 05:05:01,54.80,16
2025-05-03 05:10:01,50.80,18
2025-05-03 05:15:02,65.40,18
2025-05-03 05:20:01,51.10,20
2025-05-03 05:25:01,47.20,17
2025-05-03 05:30:01,48.40,18
2025-05-03 05:35:01,48.30,20
2025-05-03 05:40:01,217.30,25
2025-05-03 05:45:01,53.00,19
2025-05-03 05:50:02,47.30,10
2025-05-03 05:55:02,46.70,13
2025-05-03 06:00:01,48.10,15
2025-05-03 06:05:01,49.60,9
2025-05-03 06:10:01,47.10,16
2025-05-03 06:15:01,291.00,15
2025-05-03 06:20:01,55.10,20
2025-05-03 06:25:01,46.40,7
2025-05-03 06:30:01,46.40,9
2025-05-03 06:35:01,46.40,7
2025-05-03 06:40:01,46.90,10
2025-05-03 06:45:01,250.10,19
2025-05-03 06:50:01,66.70,16
2025-05-03 06:55:01,51.00,22
2025-05-03 07:00:01,64.90,16
2025-05-03 07:05:01,47.70,11
2025-05-03 07:10:01,50.70,9
2025-05-03 07:15:01,256.10,17
2025-05-03 07:20:01,163.10,22
2025-05-03 07:25:01,68.20,17
2025-05-03 07:30:01,294.20,19
2025-05-03 07:35:01,51.30,22
2025-05-03 07:40:01,47.60,20
2025-05-03 07:45:01,51.10,19
2025-05-03 07:50:02,137.60,25
2025-05-03 07:55:01,49.00,8
2025-05-03 08:00:01,220.70,17
2025-05-03 08:05:01,67.40,23
2025-05-03 08:10:01,47.50,14
2025-05-03 08:15:01,170.00,31
2025-05-03 08:20:01,246.60,22
2025-05-03 08:25:01,68.50,18
2025-05-03 08:30:01,50.90,19
2025-05-03 08:35:01,47.00,11
2025-05-03 08:40:01,55.40,9
2025-05-03 08:45:01,47.10,10
2025-05-03 08:50:01,72.00,16
2025-05-03 08:55:01,52.40,21
2025-05-03 09:00:02,56.40,16
2025-05-03 09:05:02,51.00,22
2025-05-03 09:10:01,46.50,7
2025-05-03 09:15:01,53.30,25
2025-05-03 09:20:01,51.40,24
2025-05-03 09:25:01,252.40,23
2025-05-03 09:30:01,50.10,11
2025-05-03 09:35:01,59.70,23
2025-05-03 09:40:02,46.90,13
2025-05-03 09:45:01,47.30,14
2025-05-03 09:50:01,48.80,10
2025-05-03 09:55:02,225.80,34
2025-05-03 10:00:01,53.70,37
2025-05-03 10:05:02,60.50,24
2025-05-03 10:10:01,49.80,9
2025-05-03 10:15:01,56.10,17
2025-05-03 10:20:01,60.30,15
2025-05-03 10:25:01,89.30,54
2025-05-03 10:30:01,68.50,43
2025-05-03 10:35:01,47.60,15
2025-05-03 10:40:01,243.80,24
2025-05-03 10:45:01,51.90,22
2025-05-03 10:50:01,51.80,17
2025-05-03 10:55:01,48.70,18
2025-05-03 11:00:02,216.30,50
2025-05-03 11:05:01,266.90,17
2025-05-03 11:10:01,47.60,13
2025-05-03 11:15:02,51.00,14
2025-05-03 11:20:02,57.40,21
2025-05-03 11:25:01,64.90,21
2025-05-03 11:30:01,64.40,23
2025-05-03 11:35:01,53.80,16
2025-05-03 11:40:01,53.00,16
2025-05-03 11:45:01,54.70,11
2025-05-03 11:50:01,130.70,24
2025-05-03 11:55:01,221.20,16
2025-05-03 12:00:01,50.20,16
2025-05-03 12:05:02,239.70,23
2025-05-03 12:10:01,50.70,19
2025-05-03 12:15:01,65.30,16
2025-05-03 12:20:01,114.90,20
2025-05-03 12:25:01,54.50,22
2025-05-03 12:30:01,49.80,11
2025-05-03 12:35:01,50.00,27
2025-05-03 12:40:01,48.20,11
2025-05-03 12:45:01,196.20,24
2025-05-03 12:50:01,51.40,31
2025-05-03 12:55:01,49.70,16
2025-05-03 13:00:01,49.90,21
2025-05-03 13:05:01,50.60,27
2025-05-03 13:10:01,50.20,9
2025-05-03 13:15:01,49.70,12
2025-05-03 13:20:01,51.10,26
2025-05-03 13:25:01,153.50,28
2025-05-03 13:30:02,71.90,16
2025-05-03 13:35:01,52.10,27
2025-05-03 13:40:01,60.50,20
2025-05-03 13:45:01,52.60,13
